Descricao;Valor_HM;Convenio
Artrite ou osteoartrite - tratamento cirúrgico;0,0;PARTICULAR
Artrodese (com ou sem alongamento simultâneo) com fixador externo;0,0;PARTICULAR
Artrodese ao nível do tornozelo - tratamento cirúrgico;0,0;PARTICULAR
Artroplastia de tornozelo (com implante) - tratamento cirúrgico;0,0;PARTICULAR
Artrorrise do tornozelo - tratamento cirúrgico;0,0;PARTICULAR
Artrotomia de tornozelo - tratamento cirúrgico;0,0;PARTICULAR
Biópsia cirúrgica do tornozelo;0,0;PARTICULAR
Fraturas / pseudartroses / artroses / com fixador externo dinâmico - tratamento cirúrgico;0,0;PARTICULAR
Fraturas e/ou luxações ao nível do tornozelo - redução incruenta;0,0;PARTICULAR
Fraturas e/ou luxações ao nível do tornozelo - tratamento cirúrgico;0,0;PARTICULAR
Lesões ligamentares agudas ao nível do tornozelo - tratamento incruento;0,0;PARTICULAR
Lesões ligamentares agudas ao nível do tornozelo - tratamento cirúrgico;0,0;PARTICULAR
Lesões ligamentares crônicas ao nível do tornozelo - tratamento cirúrgico;0,0;PARTICULAR
Osteocondrite de tornozelo - tratamento cirúrgico;0,0;PARTICULAR
Pseudartroses ou osteotomias - tratamento cirúrgico;0,0;PARTICULAR
PÉ;0,0;PARTICULAR
Amputação ao nível do pé - tratamento cirúrgico;0,0;PARTICULAR
Amputação/desarticulação de pododáctilos (por segmento) - tratamento cirúrgico;0,0;PARTICULAR
Artrite ou osteoartrite dos ossos do pé (inclui osteomielite) - tratamento cirúrgico;0,0;PARTICULAR
Artrodese de tarso e/ou médio pé - tratamento cirúrgico;0,0;PARTICULAR
Artrodese metatarso - falângica ou interfalângica - tratamento cirúrgico;0,0;PARTICULAR
Biópsia cirúrgica dos ossos do pé;0,0;PARTICULAR
Correção de deformidades do pé com fixador externo dinâmico - tratamento cirúrgico;0,0;PARTICULAR
Correção de pé torto congênito com fixador externo;0,0;PARTICULAR
Deformidade dos dedos - tratamento cirúrgico;0,0;PARTICULAR
Exérese ungueal;0,0;PARTICULAR
Fasciotomia ou ressecção de fascia plantar - tratamento cirúrgico;0,0;PARTICULAR
Fratura e/ou luxações do pé (exceto antepé) - redução incruenta;0,0;PARTICULAR
Fratura e/ou luxações do pé (exceto antepé) - tratamento cirúrgico;0,0;PARTICULAR
Fraturas e/ou luxações do antepé - redução incruenta;0,0;PARTICULAR
Fraturas e/ou luxações do antepé - tratamento cirúrgico;0,0;PARTICULAR
Hallux valgus (um pé) - tratamento cirúrgico;0,0;PARTICULAR
Osteotomia ou pseudartrose do tarso e médio pé - tratamento cirúrgico;0,0;PARTICULAR
Osteotomia ou pseudartrose dos metatarsos/falanges - tratamento cirúrgico;0,0;PARTICULAR
Osteotomias / fraturas com fixador externo;0,0;PARTICULAR
Pé plano/pé cavo/coalisão tarsal - tratamento cirúrgico;0,0;PARTICULAR
Pé torto congênito (um pé) - tratamento cirúrgico;0,0;PARTICULAR
Ressecção de osso do pé - tratamento cirúrgico;0,0;PARTICULAR
Retração cicatricial dos dedos;0,0;PARTICULAR
Rotura do tendão de Aquiles - tratamento incruento;0,0;PARTICULAR
Rotura do tendão de Aquiles - tratamento cirúrgico;0,0;PARTICULAR
Tratamento cirúrgico da sindactilia complexa e /ou múltipla;0,0;PARTICULAR
Tratamento cirúrgico da sindactilia simples;0,0;PARTICULAR
Tratamento cirúrgico de gigantismo;0,0;PARTICULAR
Tratamento cirúrgico de linfedema ao nível do pé;0,0;PARTICULAR
Tratamento cirúrgico de polidactilia múltipla e/ou complexa;0,0;PARTICULAR
Tratamento cirúrgico de polidactilia simples;0,0;PARTICULAR
Tratamento cirúrgico do mal perfurante plantar;0,0;PARTICULAR
MÚSCULOS E FASCIAS;0,0;PARTICULAR
Alongamento;0,0;PARTICULAR
Biópsia de músculo;0,0;PARTICULAR
Desbridamento cirúrgico de feridas ou extremidades;0,0;PARTICULAR
Desinserção ou miotomia;0,0;PARTICULAR
Dissecção muscular;0,0;PARTICULAR
Drenagem cirúrgica do psoas;0,0;PARTICULAR
Fasciotomia;0,0;PARTICULAR
Fasciotomia - por compartimento;0,0;PARTICULAR
Fasciotomias (descompressivas);0,0;PARTICULAR
Fasciotomias acima do punho;0,0;PARTICULAR
Miorrafias;0,0;PARTICULAR
Terapia por ondas de choque extracorpórea em partes moles - acompanhamento 1ª aplicação;0,0;PARTICULAR
Terapia por ondas de choque extracorpórea em partes moles - acompanhamento reaplicações;0,0;PARTICULAR
Transposição muscular;0,0;PARTICULAR
TENDÕES, BURSAS E SINÓVIAS;0,0;PARTICULAR
Abertura de bainha tendinosa - tratamento cirúrgico;0,0;PARTICULAR
Biópsias cirúrgicas de tendões, bursas e sinóvias;0,0;PARTICULAR
Bursectomia - tratamento cirúrgico;0,0;PARTICULAR
Cisto sinovial - tratamento cirúrgico;0,0;PARTICULAR
Encurtamento de tendão - tratamento cirúrgico;0,0;PARTICULAR
Sinovectomia - tratamento cirúrgico;0,0;PARTICULAR
Tenoartroplastia para ossos do carpo;0,0;PARTICULAR
Tenodese;0,0;PARTICULAR
Tenólise no túnel osteofibroso;0,0;PARTICULAR
Tenólise/tendonese - tratamento cirúrgico;0,0;PARTICULAR
Tenoplastia / enxerto de tendão - tratamento cirúrgico;0,0;PARTICULAR
Tenoplastia de tendão em outras regiões;0,0;PARTICULAR
Tenorrafia múltipla em outras regiões;0,0;PARTICULAR
Tenorrafia no túnel osteofibroso - mais de 2 dígitos;0,0;PARTICULAR
Tenorrafia no túnel osteofibroso até 2 dígitos;0,0;PARTICULAR
Tenorrafia única em outras regiões;0,0;PARTICULAR
Tenossinovectomia de mão ou punho;0,0;PARTICULAR
Tenossinovites estenosantes - tratamento cirúrgico;0,0;PARTICULAR
Tenossinovites infecciosas - drenagem;0,0;PARTICULAR
Tenotomia;0,0;PARTICULAR
Transposição de mais de 1 tendão - tratamento cirúrgico;0,0;PARTICULAR
Transposição única de tendão;0,0;PARTICULAR
Tumores de tendão ou sinovial - tratamento cirúrgico;0,0;PARTICULAR
OSSOS;0,0;PARTICULAR
Curetagem ou ressecção em bloco de tumor com reconstrução e enxerto vascularizado;0,0;PARTICULAR
Enxerto ósseo;0,0;PARTICULAR
Ressecção da lesão com cimentação e osteosíntese;0,0;PARTICULAR
Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento 1ª aplicação;0,0;PARTICULAR
Terapia por ondas de choque extracorpórea em partes ósseas - acompanhamento reaplicações;0,0;PARTICULAR
Tumor ósseo (ressecção com substituição);0,0;PARTICULAR
Tumor ósseo (ressecção e artrodese);0,0;PARTICULAR
Tumor ósseo (ressecção e cimento);0,0;PARTICULAR
Tumor ósseo (ressecção e enxerto);0,0;PARTICULAR
Tumor ósseo (ressecção segmentar);0,0;PARTICULAR
Tumor ósseo (ressecção simples);0,0;PARTICULAR
PROCEDIMENTOS VIDEOARTROSCÓPICOS DE JOELHO;0,0;PARTICULAR
Sinovectomia total;0,0;PARTICULAR
Sinovectomia parcial ou subtotal;0,0;PARTICULAR
Condroplastia (com remoção de corpos livres);0,0;PARTICULAR
Osteocondroplastia – estabilização, ressecção e/ou plastia #;0,0;PARTICULAR
Meniscectomia - um menisco;0,0;PARTICULAR
Reparo ou sutura de um menisco;0,0;PARTICULAR
Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #;0,0;PARTICULAR
Fratura com redução e/ou estabilização da superfície articular - um compartimento #;0,0;PARTICULAR
Tratamento cirúrgico da artrofibrose #;0,0;PARTICULAR
Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelo-femoral medial #;0,0;PARTICULAR
PROCEDIMENTOS VIDEOARTROSCÓPICOS DE TORNOZELO;0,0;PARTICULAR
Sinovectomia total;0,0;PARTICULAR
Sinovectomia parcial ou subtotal;0,0;PARTICULAR
Condroplastia (com remoção de corpos livres);0,0;PARTICULAR
Osteocondroplastia - estabilização, ressecção e ou plastia (enxertia) #;0,0;PARTICULAR
Reconstrução, retencionamento ou reforço de ligamento;0,0;PARTICULAR
Fraturas – redução e estabilização de cada superfície;0,0;PARTICULAR
PROCEDIMENTOS VIDEOARTROSCÓPICOS DE OMBRO;0,0;PARTICULAR
Sinovectomia total;0,0;PARTICULAR
Sinovectomia parcial ou subtotal;0,0;PARTICULAR
Acromioplastia;0,0;PARTICULAR
Lesão labral;0,0;PARTICULAR
Luxação gleno-umeral;0,0;PARTICULAR
Ruptura do manguito rotador;0,0;PARTICULAR
Instabilidade multidirecional;0,0;PARTICULAR
Ressecção lateral da clavícula;0,0;PARTICULAR
Tenotomia da porção longa do bíceps;0,0;PARTICULAR
PROCEDIMENTOS VIDEOARTROSCÓPICOS DE COTOVELO;0,0;PARTICULAR
Sinovectomia  total;0,0;PARTICULAR
Sinovectomia parcial ou subtotal;0,0;PARTICULAR
Condroplastia (com remoção de corpos livres);0,0;PARTICULAR
Osteocondroplastia – estabilização, ressecção e/ou plastia (enxertia) #;0,0;PARTICULAR
Reconstrução, retencionamento ou reforço de ligamento#;0,0;PARTICULAR
Fraturas: redução e estabilização para cada superfície;0,0;PARTICULAR
PROCEDIMENTOS VIDEOARTROSCÓPICOS DE PUNHO E TÚNEL DO CARPO;0,0;PARTICULAR
Sinovectomia total;0,0;PARTICULAR
Sinovectomia parcial ou subtotal;0,0;PARTICULAR
Condroplastia (com remoção de corpos livres);0,0;PARTICULAR
Osteocondroplastia – estabilização, ressecção e/ou plastia (enxertia);0,0;PARTICULAR
Reconstrução, retencionamento ou reforço de ligamento ou reparo de cartilagem triangular #;0,0;PARTICULAR
Fraturas -redução e estabilização de cada superfície;0,0;PARTICULAR
Túnel do carpo – descompressão;0,0;PARTICULAR
PROCEDIMENTOS VIDEOARTROSCÓPICOS DE COXOFEMORAL;0,0;PARTICULAR
Sinovectomia total;0,0;PARTICULAR
Sinovectomia parcial e/ou remoção de corpos livres;0,0;PARTICULAR
Desbridamento do labrum ou ligamento redondo com ou sem condroplastia;0,0;PARTICULAR
Tratamento do impacto femoro-acetabular;0,0;PARTICULAR
Condroplastia com sutura labral;0,0;PARTICULAR
OBSERVAÇÃO;0,0;PARTICULAR
SISTEMA RESPIRATÓRIO E MEDIASTINO;0,0;PARTICULAR
TRAQUÉIA;0,0;PARTICULAR
Colocação de órtose traqueal, traqueobrônquica ou brônquica, por via endoscópica (tubo de silicone ou metálico);0,0;PARTICULAR
Colocação de prótese traqueal ou traqueobrônquica (qualquer via);0,0;PARTICULAR
Fechamento de fístula tráqueo-cutânea;0,0;PARTICULAR
Punção traqueal;0,0;PARTICULAR
Ressecção carinal (traqueobrônquica);0,0;PARTICULAR
Ressecção de tumor traqueal;0,0;PARTICULAR
Traqueoplastia (qualquer via);0,0;PARTICULAR
Traqueorrafia (qualquer via);0,0;PARTICULAR
Traqueostomia;0,0;PARTICULAR
Traqueostomia com colocação de órtese traqueal ou traqueobrônquica por via cervical;0,0;PARTICULAR
Traqueostomia mediastinal;0,0;PARTICULAR
Plastia de traqueostoma;0,0;PARTICULAR
Traqueotomia ou fechamento cirúrgico;0,0;PARTICULAR
Troca de prótese tráqueo-esofágica;0,0;PARTICULAR
Ressecção de tumor traqueal por videotoracoscopia;0,0;PARTICULAR
Traqueorrafia por videotoracoscopia;0,0;PARTICULAR
BRÔNQUIOS;0,0;PARTICULAR
Broncoplastia e/ou arterioplastia;0,0;PARTICULAR
Broncotomia e/ou broncorrafia;0,0;PARTICULAR
Colocação de molde brônquico por toracotomia;0,0;PARTICULAR
Broncoplastia e/ou arterioplastia por videotoracoscopia;0,0;PARTICULAR
Broncotomia e/ou broncorrafia por videotoracoscopia;0,0;PARTICULAR
PULMÃO;0,0;PARTICULAR
Bulectomia unilateral;0,0;PARTICULAR
Cirurgia redutora do volume pulmonar unilateral (qualquer técnica);0,0;PARTICULAR
Cisto pulmonar congênito - tratamento cirúrgico;0,0;PARTICULAR
Correção de fístula bronco-pleural (qualquer técnica);0,0;PARTICULAR
Drenagem tubular aberta de cavidade pulmonar;0,0;PARTICULAR
Embolectomia pulmonar;0,0;PARTICULAR
Lobectomia por malformação pulmonar;0,0;PARTICULAR
Lobectomia pulmonar;0,0;PARTICULAR
Metastasectomia pulmonar unilateral (qualquer técnica);0,0;PARTICULAR
Pneumonectomia;0,0;PARTICULAR
Pneumonectomia de totalização;0,0;PARTICULAR
Pneumorrafia;0,0;PARTICULAR
Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário;0,0;PARTICULAR
Posicionamento de agulhas radiativas por toracotomia (braquiterapia);0,0;PARTICULAR
Segmentectomia (qualquer técnica);0,0;PARTICULAR
Tromboendarterectomia pulmonar;0,0;PARTICULAR
Bulectomia unilateral por videotoracoscopia;0,0;PARTICULAR
Cirurgia redutora do volume pulmonar unilateral  por videotoracoscopia;0,0;PARTICULAR
Correção de fístula bronco-pleural por videotoracoscopia;0,0;PARTICULAR
Drenagem tubular aberta de cavidade pulmonar por videotoracoscopia;0,0;PARTICULAR
Lobectomia pulmonar por videotoracoscopia;0,0;PARTICULAR
Metastasectomia pulmonar unilateral por videotoracoscopia;0,0;PARTICULAR
Segmentectomia por videotoracoscopia;0,0;PARTICULAR
PLEURA;0,0;PARTICULAR
Biópsia percutânea de pleura por agulha;0,0;PARTICULAR
Descorticação pulmonar;0,0;PARTICULAR
Pleurectomia;0,0;PARTICULAR
Pleurodese (qualquer técnica);0,0;PARTICULAR
Pleuroscopia;0,0;PARTICULAR
Pleurostomia (aberta);0,0;PARTICULAR
Punção pleural;0,0;PARTICULAR
Repleção de cavidade pleural com solução de antibiótico para tratamento de empiema;0,0;PARTICULAR
Ressecção de tumor da pleura localizado;0,0;PARTICULAR
Retirada de dreno tubular torácico (colocado em outro serviço);0,0;PARTICULAR
Tenda pleural;0,0;PARTICULAR
Toracostomia com drenagem pleural fechada;0,0;PARTICULAR
Tratamento operatório da hemorragia intrapleural;0,0;PARTICULAR
Descorticação pulmonar por videotoracoscopia;0,0;PARTICULAR
Pleurectomia por videotoracoscopia;0,0;PARTICULAR
Pleurodese por video;0,0;PARTICULAR
Pleuroscopia por vídeo;0,0;PARTICULAR
Ressecção de tumor da pleura localizado por vídeo;0,0;PARTICULAR
Tenda pleural por vídeo;0,0;PARTICULAR
Tratamento operatório da hemorragia intrapleural por  vídeo;0,0;PARTICULAR
MEDIASTINO;0,0;PARTICULAR
Ressecção de bócio intratorácico;0,0;PARTICULAR
Biópsia de linfonodos pré-escalênicos ou do confluente venoso;0,0;PARTICULAR
Biópsia de tumor do mediastino (qualquer via);0,0;PARTICULAR
Cisto ou duplicação brônquica ou esôfagica - tratamento cirúrgico;0,0;PARTICULAR
Ligadura de artérias brônquicas por toracotomia para controle de hemoptise;0,0;PARTICULAR
Ligadura do ducto-torácico (qualquer via);0,0;PARTICULAR
Linfadenectomia mediastinal;0,0;PARTICULAR
Mediastinoscopia, via cervical;0,0;PARTICULAR
Mediastinotomia (via paraesternal, transesternal, cervical);0,0;PARTICULAR
Mediastinotomia extrapleural por via posterior;0,0;PARTICULAR
Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica);0,0;PARTICULAR
Ressecção de tumor de mediastino;0,0;PARTICULAR
Timectomia (qualquer via);0,0;PARTICULAR
Tratamento da mediastinite (qualquer via);0,0;PARTICULAR
Vagotomia troncular terapêutica por toracotomia;0,0;PARTICULAR
Biópsia de tumor do mediastino por vídeo;0,0;PARTICULAR
Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico por vídeo;0,0;PARTICULAR
Ligadura de artérias brônquicas para controle de hemoptise por vídeo;0,0;PARTICULAR
Ligadura de ducto-torácico por vídeo;0,0;PARTICULAR
Linfadenectomia mediastinal por vídeo;0,0;PARTICULAR
Mediastinoscopia, via cervical por vídeo;0,0;PARTICULAR
Mediastinotomia extrapleural por via posterior por vídeo;0,0;PARTICULAR
Pericardiotomia com abertura pleuro-pericárdica por vídeo;0,0;PARTICULAR
Ressecção de tumor de mediastino por vídeo;0,0;PARTICULAR
Timectomia por vídeo;0,0;PARTICULAR
Tratamento da mediastinite por vídeo;0,0;PARTICULAR
Retirada de corpo estranho do mediastino;0,0;PARTICULAR
DIAFRAGMA;0,0;PARTICULAR
Abscesso subfrênico - tratamento cirúrgico;0,0;PARTICULAR
Eventração diafragmática - tratamento cirúrgico;0,0;PARTICULAR
Hérnia diafragmática - tratamento cirúrgico (qualquer técnica);0,0;PARTICULAR
Implante de marca-passo diafragmático definitivo;0,0;PARTICULAR
Hérnia diafragmática – tratamento cirúrgico por vídeo;0,0;PARTICULAR
SISTEMA CÁRDIO-RESPIRATÓRIO;0,0;PARTICULAR
DEFEITOS CARDÍACOS CONGÊNITOS;0,0;PARTICULAR
Ampliação (anel valvar, grandes vasos, átrio, ventrículo);0,0;PARTICULAR
Canal arterial persistente - correção cirúrgica;0,0;PARTICULAR
Coarctação da aorta - correção cirúrgica;0,0;PARTICULAR
Confecção de bandagem da artéria pulmonar;0,0;PARTICULAR
Correção cirúrgica da comunicação interatrial;0,0;PARTICULAR
Correção cirúrgica da comunicação interventricular;0,0;PARTICULAR
Correção de cardiopatia congênita + cirurgia valvar;0,0;PARTICULAR
Correção de cardiopatia congênita + revascularização do miocárdio;0,0;PARTICULAR
Redirecionamento do fluxo sanguíneo (com anastomose direta, retalho, tubo);0,0;PARTICULAR
Ressecção (infundíbulo, septo, membranas, bandas);0,0;PARTICULAR
Transposições (vasos, câmaras);0,0;PARTICULAR
VALVOPLASTIAS;0,0;PARTICULAR
Ampliação do anel valvar;0,0;PARTICULAR
Cirurgia multivalvar;0,0;PARTICULAR
Comissurotomia valvar;0,0;PARTICULAR
Plastia valvar;0,0;PARTICULAR
Troca valvar;0,0;PARTICULAR
CORONARIOPATIAS;0,0;PARTICULAR
Aneurismectomia de VE;0,0;PARTICULAR
Revascularização do miocárdio;0,0;PARTICULAR
Revascularização do miocárdio + cirurgia valvar;0,0;PARTICULAR
Ventriculectomia parcial;0,0;PARTICULAR
MARCA-PASSO;0,0;PARTICULAR
Cárdio-estimulação transesofágica (CETE), terapêutica ou diagnóstica;0,0;PARTICULAR
Implante de desfibrilador interno, placas e eletrodos;0,0;PARTICULAR
Implante de estimulador cardíaco artificial multissítio;0,0;PARTICULAR
Instalação de marca-passo epimiocárdio temporário;0,0;PARTICULAR
Implante de marca-passo temporário à beira do leito;0,0;PARTICULAR
Recolocação de eletrodo / gerador com ou sem troca de unidades;0,0;PARTICULAR
Retirada do sistema (não aplicável na troca do gerador);0,0;PARTICULAR
Troca de gerador;0,0;PARTICULAR
Implante de marca-passo monocameral (gerador + eletrodo atrial ou ventricular);0,0;PARTICULAR
Implante de marca-passo bicameral (gerador + eletrodo atrial e ventricular);0,0;PARTICULAR
OUTROS PROCEDIMENTOS;290,0;PARTICULAR
Colocação de balão intra-aórtico;0,0;PARTICULAR
Colocação de stent na aorta sem CEC;0,0;PARTICULAR
Instalação do circuíto de circulação extracorpórea convencional;0,0;PARTICULAR
Instalação do circuíto de circulação extracorpórea em crianças de baixo peso (10 kg);0,0;PARTICULAR
Derivação cavo-atrial;0,0;PARTICULAR
Perfusionista;0,0;PARTICULAR
CIRURGIA ARTERIAL;0,0;PARTICULAR
Aneurisma de aorta abdominal infra-renal;0,0;PARTICULAR
Aneurisma de aorta abdominal supra-renal;0,0;PARTICULAR
Aneurisma de aorta-torácica - correção cirúrgica;0,0;PARTICULAR
Aneurisma de artérias viscerais;0,0;PARTICULAR
Aneurisma de axilar, femoral, poplítea;0,0;PARTICULAR
Aneurisma de carótida, subclávia, ilíaca;0,0;PARTICULAR
Aneurismas - outros;0,0;PARTICULAR
Aneurismas torácicos ou tóraco-abdominais - correção cirúrgica;0,0;PARTICULAR
Angioplastia transluminal transoperatória - por artéria;0,0;PARTICULAR
Artéria hipogástrica - unilateral - qualquer técnica;0,0;PARTICULAR
Artéria mesentérica inferior - qualquer técnica;0,0;PARTICULAR
Artéria mesentérica superior - qualquer técnica;0,0;PARTICULAR
Artéria renal bilateral revascularização;0,0;PARTICULAR
Cateterismo da artéria radial - para PAM;0,0;PARTICULAR
Correção das dissecções da aorta;0,0;PARTICULAR
Endarterectomia aorto-ilíaca;0,0;PARTICULAR
Endarterectomia carotídea - cada segmento arterial tratado;0,0;PARTICULAR
Endarterectomia ilíaco-femoral;0,0;PARTICULAR
Ligadura de carótida ou ramos;0,0;PARTICULAR
Ponte aorto-bifemoral;0,0;PARTICULAR
Ponte aorto-biilíaca;0,0;PARTICULAR
Ponte aorto-femoral - unilateral;0,0;PARTICULAR
Ponte aorto-ilíaca - unilateral;0,0;PARTICULAR
Ponte axilo-bifemoral;0,0;PARTICULAR
Ponte axilo-femoral;0,0;PARTICULAR
Ponte distal;0,0;PARTICULAR
Ponte fêmoro poplítea proximal;0,0;PARTICULAR
Ponte fêmoro-femoral cruzada;0,0;PARTICULAR
Ponte fêmoro-femoral ipsilateral;0,0;PARTICULAR
Ponte subclávio bifemoral;0,0;PARTICULAR
Ponte subclávio femoral;0,0;PARTICULAR
Pontes aorto-cervicais ou endarterectomias dos troncos supra-aórticos;0,0;PARTICULAR
Pontes transcervicais - qualquer tipo;0,0;PARTICULAR
Preparo de veia autóloga para remendos vasculares;0,0;PARTICULAR
Arterioplastia da femoral profunda (profundoplastia);0,0;PARTICULAR
Reoperação de aorta abdominal;0,0;PARTICULAR
Retirada de enxerto infectado em posição não aórtica;0,0;PARTICULAR
Revascularização aorto-femoral-unilateral;0,0;PARTICULAR
Revascularização arterial de membro superior;0,0;PARTICULAR
Tratamento cirúrgico da isquemia cerebral;0,0;PARTICULAR
Tratamento cirúrgico de síndrome vértebro basilar;0,0;PARTICULAR
Tratamento cirúrgico de tumor carotídeo;0,0;PARTICULAR
Tronco celíaco - qualquer técnica;0,0;PARTICULAR
CIRURGIA VENOSA;0,0;PARTICULAR
Cirurgia de restauração venosa com pontes em cavidades;0,0;PARTICULAR
Cirurgia de restauração venosa com pontes nos membros;0,0;PARTICULAR
Cura cirúrgica da impotência coeundi venosa;0,0;PARTICULAR
Cura cirúrgica de hipertensão portal - qualquer tipo;0,0;PARTICULAR
Escleroterapia de veias - por sessão - sem insumos;0,0;PARTICULAR
Fulguração de telangiectasias (por grupo);0,0;PARTICULAR
Implante de filtro de veia cava;0,0;PARTICULAR
Interrupção cirúrgica veia cava inferior;0,0;PARTICULAR
Tratamento cirúrgico de varizes com lipodermatoesclerose ou úlcera (um membro);0,0;PARTICULAR
Trombectomia venosa;0,0;PARTICULAR
Valvuloplastia ou interposição de segmento valvulado venoso;0,0;PARTICULAR
Varizes - tratamento cirúrgico de dois membros;0,0;PARTICULAR
Varizes - tratamento cirúrgico de um membro;0,0;PARTICULAR
Varizes - ressecção de colaterais com anestesia local em consultório / ambulatório (por grupo de até 3 vasos);0,0;PARTICULAR
OBSERVAÇÃO;0,0;PARTICULAR
FÍSTULAS ARTERIOVENOSAS CONGÊNITAS OU ADQUIRIDAS;0,0;PARTICULAR
Fístula aorto-cava, reno-cava ou ílio-ilíaca;0,0;PARTICULAR
Fístula arteriovenosa - com enxerto;0,0;PARTICULAR
Fístula arteriovenosa cervical ou cefálica extracraniana;0,0;PARTICULAR
Fístula arteriovenosa congênita - reintervenção;0,0;PARTICULAR
Fístula arteriovenosa congênita - cirurgia radical;0,0;PARTICULAR
Fístula arteriovenosa congênita para redução de fluxo;0,0;PARTICULAR
Fístula arteriovenosa direta;0,0;PARTICULAR
Fístula arteriovenosa dos grandes vasos intratorácicos;0,0;PARTICULAR
Fístula arteriovenosa dos membros;0,0;PARTICULAR
Tromboembolectomia de fístula arteriovenosa;0,0;PARTICULAR
HEMODÍALISE DE CURTA E LONGA PERMANÊNCIA;0,0;PARTICULAR
Hemodiálise contínua (12h);0,0;PARTICULAR
Hemodiálise crônica (por sessão);0,0;PARTICULAR
Hemodepuração de casos agudos (sessão hemodiálise, hemofiltração, hemodiafiltração isolada, plasmaferese ou hemoperfusão) - até 4 horas ou fração;0,0;PARTICULAR
Hemodepuração de casos agudos (sessão hemodiálise, hemofiltração, hemodiafiltração isolada, plasmaferese ou hemoperfusão) - até 12 horas;0,0;PARTICULAR
OBSERVAÇÃO;0,0;PARTICULAR
CIRURGIA VASCULAR DE URGÊNCIA;0,0;PARTICULAR
Aneurisma roto ou trombosado de aorta abdominal abaixo da artéria renal;0,0;PARTICULAR
Aneurismas rotos ou trombosados - outros;0,0;PARTICULAR
Aneurismas rotos ou trombosados de aorta abdominal acima da artéria renal;0,0;PARTICULAR
Aneurismas rotos ou trombosados de artérias viscerais;0,0;PARTICULAR
Aneurismas rotos ou trombosados de axilar, femoral, poplítea;0,0;PARTICULAR
Aneurismas rotos ou trombosados de carótida, subclávia, ilíaca;0,0;PARTICULAR
Aneurismas rotos ou trombosados torácicos ou tóraco-abdominais;0,0;PARTICULAR
Embolectomia ou trombo - embolectomia arterial;0,0;PARTICULAR
Exploração vascular em traumas de outros segmentos;0,0;PARTICULAR
Exploração vascular em traumas torácicos e abdominais;0,0;PARTICULAR
Lesões vasculares cervicais e cérvico torácicas;0,0;PARTICULAR
Lesões vasculares de membro inferior ou superior-unilateral;0,0;PARTICULAR
Lesões vasculares intra-abdominais;0,0;PARTICULAR
Lesões vasculares traumáticas intratorácicas;0,0;PARTICULAR
HEMODINÂMICA - CARDIOLOGIA INTERVENCIONISTA (PROCEDIMENTOS DIAGNÓSTICOS);0,0;PARTICULAR
Avaliação da viabilidade miocárdica por cateter;0,0;PARTICULAR
Avaliação fisiológica da gravidade de obstruções (cateter ou guia);0,0;PARTICULAR
Biópsia endomiocárdica;0,0;PARTICULAR
Cateterismo cardíaco D e/ou E com  ou  sem  cinecoronariografia / cineangiografia  com  avaliação  de reatividade vascular pulmonar ou teste de sobrecarga hemodinânica;0,0;PARTICULAR
Cateterismo cardíaco D e/ou E com estudo cineangiográfico e de revascularização cirúrgica do miocárdio;0,0;PARTICULAR
Cateterismo cardíaco direito com estudo angiográfico da artéria pulmonar;0,0;PARTICULAR
Cateterismo cardíaco E e/ou D com cineangiocoronariografia e ventriculografia;0,0;PARTICULAR
Cateterismo cardíaco E e/ou D com cineangiocoronariografia, ventriculografia e estudo angiográfico  da aorta e/ou ramos tóraco-abdominais e/ou membros;0,0;PARTICULAR
Cateterismo E e estudo cineangiográfico da aorta e/ou seus ramos;0,0;PARTICULAR
Cateterização cardíaca E por via transeptal;0,0;PARTICULAR
Estudo eletrofisiológico - mapeamento eletro-eletrônico tridimensional - do sistema de condução com ou sem ação farmacológica;0,0;PARTICULAR
Estudo hemodinâmico das cardiopatias congênitas  estruturalmente  complexas (menos: CIA, CIV, PCA, Co, AO, estenose aórtica e pulmonar isoladas);0,0;PARTICULAR
Estudo hemodinâmico de cardiopatias congênitas e/ou valvopatias  com  ou  sem  cinecoronariografia  ou oximetria;0,0;PARTICULAR
Estudo ultra-sonográfico intravascular;0,0;PARTICULAR
Mapeamento de feixes anômalos e focos ectópicos por eletrofisiologia intracavitária, com provas;0,0;PARTICULAR
Teste de avaliação do limiar de fibrilação ventricular;0,0;PARTICULAR
OBSERVAÇÃO;0,0;PARTICULAR
HEMODINÂMICA - CARDIOLOGIA INTERVENCIONISTA (PROCEDIMENTOS TERAPÊUTICOS);0,0;PARTICULAR
Ablação de circuito arritmogênico por cateter de radiofreqüência;0,0;PARTICULAR
Angioplastia transluminal da aorta ou ramos ou da artéria pulmonar e ramos (por vaso);0,0;PARTICULAR
Angioplastia transluminal percutânea de múltiplos vasos, com implante de stent;0,0;PARTICULAR
Angioplastia transluminal percutânea por balão (1 vaso);0,0;PARTICULAR
Atriosseptostomia por balão;0,0;PARTICULAR
Atriosseptostomia por lâmina;0,0;PARTICULAR
Emboloterapia;0,0;PARTICULAR
